dataset_id , datastructure_id ,owner, project,Semantic Coverage, variable_id,variable_label,variable_concept_entity,variable_concept_caracteristic,dataType,unit,data points
360,512,Kai Uwe Totsche -,C03,108,108,3691,Strontium (ICP-OES),http://purl.obolibrary.org/obo/CHEBI_33324,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3692,Standard Deviation of Sr (ICP-OES),http://purl.obolibrary.org/obo/CHEBI_33324,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3693,Titanium,http://purl.obolibrary.org/obo/CHEBI_33341,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3694,Standard Deviation of Ti,http://purl.obolibrary.org/obo/CHEBI_33341,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3695,Vanadium,http://purl.obolibrary.org/obo/CHEBI_27698,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3696,Standard Deviation of V,http://purl.obolibrary.org/obo/CHEBI_27698,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3697,Zinc,http://purl.obolibrary.org/obo/CHEBI_27363,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3698,Standard Deviation of Zn,http://purl.obolibrary.org/obo/CHEBI_27363,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3699,Scandium,http://purl.obolibrary.org/obo/CHEBI_33330,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3700,Standard Deviation of Sc,http://purl.obolibrary.org/obo/CHEBI_33330,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3701,Yttrium,http://purl.obolibrary.org/obo/CHEBI_33331,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3702,Standard Deviation of Y,http://purl.obolibrary.org/obo/CHEBI_33331,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3703,Caesium,http://purl.obolibrary.org/obo/CHEBI_30514,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3704,Standard Deviation of Cs,http://purl.obolibrary.org/obo/CHEBI_30514,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3705,Lanthanum,http://purl.obolibrary.org/obo/CHEBI_33336,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3706,Standard Deviation of La,http://purl.obolibrary.org/obo/CHEBI_33336,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3707,Cerium,http://purl.obolibrary.org/obo/CHEBI_33369,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3708,Standard Deviation of Ce,http://purl.obolibrary.org/obo/CHEBI_33369,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3709,Praseodymium,http://purl.obolibrary.org/obo/CHEBI_49828,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3710,Standard Deviation of Pr,http://purl.obolibrary.org/obo/CHEBI_49828,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3711,Neodymium,http://purl.obolibrary.org/obo/CHEBI_33372,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3712,Standard Deviation of Nd,http://purl.obolibrary.org/obo/CHEBI_33372,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3713,Samarium,http://purl.obolibrary.org/obo/CHEBI_33374,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3714,Standard Deviation of Sm,http://purl.obolibrary.org/obo/CHEBI_33374,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3715,Europium,http://purl.obolibrary.org/obo/CHEBI_32999,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3716,Standard Deviation of Eu,http://purl.obolibrary.org/obo/CHEBI_32999,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3717,Terbium,http://purl.obolibrary.org/obo/CHEBI_33376,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3718,Standard Deviation of Tb,http://purl.obolibrary.org/obo/CHEBI_33376,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3719,Gadolinium,http://purl.obolibrary.org/obo/CHEBI_33375,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3720,Standard Deviation of Gd,http://purl.obolibrary.org/obo/CHEBI_33375,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3721,Dysprosium,http://purl.obolibrary.org/obo/CHEBI_33377,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3722,Standard Deviation of Dy,http://purl.obolibrary.org/obo/CHEBI_33377,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3723,Holmium,http://purl.obolibrary.org/obo/CHEBI_49648,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3724,Standard Deviation of Ho,http://purl.obolibrary.org/obo/CHEBI_49648,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3725,Erbium,http://purl.obolibrary.org/obo/CHEBI_33379,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3726,Standard Deviation of Er,http://purl.obolibrary.org/obo/CHEBI_33379,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3727,Thulium,http://purl.obolibrary.org/obo/CHEBI_33380,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3728,Standard Deviation of Tm,http://purl.obolibrary.org/obo/CHEBI_33380,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3729,Ytterbium,http://purl.obolibrary.org/obo/CHEBI_33381,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3730,Standard Deviation of Yb,http://purl.obolibrary.org/obo/CHEBI_33381,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3731,Lutetium,http://purl.obolibrary.org/obo/CHEBI_33382,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3732,Standard Deviation of Lu,http://purl.obolibrary.org/obo/CHEBI_33382,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3733,Thorium,http://purl.obolibrary.org/obo/CHEBI_33385,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3734,Standard Deviation of Th,http://purl.obolibrary.org/obo/CHEBI_33385,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3735,Uranium,http://purl.obolibrary.org/obo/CHEBI_49936,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3736,Standard Deviation of U,http://purl.obolibrary.org/obo/CHEBI_49936,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3737,Rubidium,http://purl.obolibrary.org/obo/CHEBI_33322,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3741,Tin,http://purl.obolibrary.org/obo/CHEBI_27007,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3742,Standard Deviation of Sn,http://purl.obolibrary.org/obo/CHEBI_27007,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3743,Strontium (ICP-MS),http://purl.obolibrary.org/obo/CHEBI_33324,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3744,Standard Deviation of Sr (ICP-MS),http://purl.obolibrary.org/obo/CHEBI_33324,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3745,Tungsten,http://purl.obolibrary.org/obo/CHEBI_27998,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3746,Standard Deviation of W,http://purl.obolibrary.org/obo/CHEBI_27998,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3747,Niobium,http://purl.obolibrary.org/obo/CHEBI_33344,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3748,Standard Deviation of Nb,http://purl.obolibrary.org/obo/CHEBI_33344,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3749,Hafnium,http://purl.obolibrary.org/obo/CHEBI_33343,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3750,Standard Deviation of Hf,http://purl.obolibrary.org/obo/CHEBI_33343,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
360,512,Kai Uwe Totsche -,C03,108,108,3775,Cobalt,http://purl.obolibrary.org/obo/CHEBI_27638,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,String,269676
360,512,Kai Uwe Totsche -,C03,108,108,3776,Standard Deviation of Co,http://purl.obolibrary.org/obo/CHEBI_27638,http://purl.obolibrary.org/obo/PATO_0000033,microgram per Liter,Decimal,269676
361,520,Kirsten Küsel -,FSU Jena/,6,6,3777,PNK Number,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,string,16578
361,520,Kirsten Küsel -,FSU Jena/,6,6,3778,Well name,http://purl.obolibrary.org/obo/ENVO_01000002,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,String,16578
361,520,Kirsten Küsel -,FSU Jena/,6,6,3779,Filtration Pore Size,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41199,http://purl.obolibrary.org/obo/ID_0000051,Micro_meter,string,16578
361,520,Kirsten Küsel -,FSU Jena/,6,6,3780,Analysis Type,http://purl.obolibrary.org/obo/OBI_0000747,http://purl.bioontology.org/ontology/SNOMEDCT/410656007,none,String,16578
361,520,Kirsten Küsel -,FSU Jena/,6,6,3781,Group Name,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,string,16578
361,520,Kirsten Küsel -,FSU Jena/,6,6,3782,PI Name,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Name,none,string,16578
362,478,Kirsten Küsel -,FSU Jena/,2,2,3246,PNK Number,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,string,224
362,478,Kirsten Küsel -,FSU Jena/,2,2,3247,Date,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,none,String,224
363,406,Anke Hildebrandt -,B02,18,18,2829,DateTime,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,none,date,1872
363,406,Anke Hildebrandt -,B02,18,18,2830,Event_ID,http://purl.obolibrary.org/obo/NCIT_C25499,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,1872
363,406,Anke Hildebrandt -,B02,18,18,2831,delta_T,http://purl.obolibrary.org/obo/PATO_0000165,http://purl.obolibrary.org/obo/NCIT_C54126,none,Number,1872
363,406,Anke Hildebrandt -,B02,18,18,2832,Tree_ID,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,number,1872
363,406,Anke Hildebrandt -,B02,18,18,2833,X,http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2834,Y,http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/GAZ_00000448,Meter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2835,Tree_species,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,none,String,1872
363,406,Anke Hildebrandt -,B02,18,18,2836,tree_dbh,http://purl.dataone.org/odo/ECSO_00000501,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C25285,Meter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2837,P_SF_W_l,http://purl.dataone.org/odo/ECSO_00000501,http://purl.jp/bio/4/id/200906095629312193,Liter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2838,P_SF_W_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1872
363,406,Anke Hildebrandt -,B02,18,18,2839,Conc_SF_W_NO2-N,http://purl.obolibrary.org/obo/CHEBI_16301,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2840,Conc_SF_W_NO2-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1872
363,406,Anke Hildebrandt -,B02,18,18,2841,Conc_SF_W_NO3-N,http://purl.obolibrary.org/obo/CHEBI_17632,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2842,Conc_SF_W_NO3-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1872
363,406,Anke Hildebrandt -,B02,18,18,2843,Conc_SF_W_NH4-N,http://purl.obolibrary.org/obo/CHEBI_28938,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2844,Conc_SF_W_NH4-N_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1872
363,406,Anke Hildebrandt -,B02,18,18,2845,Conc_SF_W_Nmin,http://purl.obolibrary.org/obo/CHEBI_25555,http://purl.obolibrary.org/obo/PATO_0000033,milligram/Liter,Decimal,1872
363,406,Anke Hildebrandt -,B02,18,18,2846,Conc_SF_W_Nmin_flag,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://purl.obolibrary.org/obo/NCIT_C43578,none,Number,1872
365,522,Anke Hildebrandt -,B02,15,15,3802,e_id,http://purl.obolibrary.org/obo/NCIT_C25499,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,string,3960
365,522,Anke Hildebrandt -,B02,15,15,3803,e_date,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,DateTime Unit,datetime,3960
365,522,Anke Hildebrandt -,B02,15,15,3804,p_g,http://purl.obolibrary.org/obo/ENVO_01001242,http://purl.obolibrary.org/obo/OBI_0600034,milimeter,double,3960
365,522,Anke Hildebrandt -,B02,15,15,3805,sf_sp,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://purl.jp/bio/4/id/200906095629312193,mililiter,double,3960
365,522,Anke Hildebrandt -,B02,15,15,3806,sp_id,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,string,3960
365,522,Anke Hildebrandt -,B02,15,15,3807,sp_x,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://purl.obolibrary.org/obo/NCIT_C44477,Meter,Decimal,3960
365,522,Anke Hildebrandt -,B02,15,15,3808,sp_y,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://purl.obolibrary.org/obo/NCIT_C44478,Meter,Decimal,3960
365,522,Anke Hildebrandt -,B02,15,15,3809,sp_z,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://purl.obolibrary.org/obo/ENVO_00000176,Meter,Decimal,3960
365,522,Anke Hildebrandt -,B02,15,15,3810,sp_not,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25337,none,int32,3960
365,522,Anke Hildebrandt -,B02,15,15,3811,sp_nospec,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25337,none,int32,3960
365,522,Anke Hildebrandt -,B02,15,15,3812,sp_simp,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://cerrado.linkeddata.es/ecology/ccon#SimpsonsIndex,none,Decimal,3960
365,522,Anke Hildebrandt -,B02,15,15,3813,sp_ba,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://cerrado.linkeddata.es/ecology/ccon#BasalArea,cubic meter,double,3960
365,522,Anke Hildebrandt -,B02,15,15,3814,sp_dbhmax,http://purl.dataone.org/odo/ECSO_00000501,http://purl.dataone.org/odo/ECSO_00000549,Meter,Decimal,3960
365,522,Anke Hildebrandt -,B02,15,15,3815,sp_shi,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://purl.obolibrary.org/obo/NCIT_C28359,none,Decimal,3960
365,522,Anke Hildebrandt -,B02,15,15,3816,sp_lai,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://purl.dataone.org/odo/ECSO_00001156,none,Decimal,3960
366,521,Anke Hildebrandt -,B02,19,19,3784,e_date,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-entities.owl#TemporalEntity,http://www.aquadiva.uni-jena.de/ad-ontology/ad-ontology.0.0/ad-ontology-characteristics.owl#Date,DateTime Unit,datetime,29640
366,521,Anke Hildebrandt -,B02,19,19,3785,p_g,http://purl.obolibrary.org/obo/ENVO_01001242,http://purl.obolibrary.org/obo/OBI_0600034,milimeter,double,29640
366,521,Anke Hildebrandt -,B02,19,19,3787,sf_i_ex,http://purl.dataone.org/odo/ECSO_00000501,http://purl.jp/bio/4/id/200906095629312193,mililiter,double,29640
366,521,Anke Hildebrandt -,B02,19,19,3788,t_id,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,int32,29640
366,521,Anke Hildebrandt -,B02,19,19,3789,t_x,http://purl.dataone.org/odo/ECSO_00000501,http://purl.obolibrary.org/obo/NCIT_C44477,Meter,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3790,t_y,http://purl.dataone.org/odo/ECSO_00000501,http://purl.obolibrary.org/obo/NCIT_C44478,Meter,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3791,t_z,http://purl.dataone.org/odo/ECSO_00000501,http://purl.obolibrary.org/obo/ENVO_00000176,Meter,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3793,t_dbh,http://purl.dataone.org/odo/ECSO_00000501,http://purl.dataone.org/odo/ECSO_00000549,Meter,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3794,t_ba,http://purl.dataone.org/odo/ECSO_00000501,http://cerrado.linkeddata.es/ecology/ccon#BasalArea,cubic meter,double,29640
366,521,Anke Hildebrandt -,B02,19,19,3795,t_h,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25347,Meter,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3796,sp_id,https://code.ecoinformatics.org/code/semtools/trunk/dev/oboe/oboe-sbc.owl#Subplot,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,int32,29640
366,521,Anke Hildebrandt -,B02,19,19,3797,n_not,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25337,none,int32,29640
366,521,Anke Hildebrandt -,B02,19,19,3798,n_ba,http://purl.dataone.org/odo/ECSO_00000501,http://cerrado.linkeddata.es/ecology/ccon#BasalArea,cubic meter,double,29640
366,521,Anke Hildebrandt -,B02,19,19,3818,t_spec,http://purl.dataone.org/odo/ECSO_00000501,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293,none,String,29640
366,521,Anke Hildebrandt -,B02,19,19,3817,e_id,http://purl.obolibrary.org/obo/NCIT_C25499,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,string,29640
366,521,Anke Hildebrandt -,B02,19,19,3799,n_dbh,http://purl.dataone.org/odo/ECSO_00000501,http://purl.dataone.org/odo/ECSO_00000549,Meter,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3800,n_rh,http://purl.dataone.org/odo/ECSO_00000501,No Annotation,none,Decimal,29640
366,521,Anke Hildebrandt -,B02,19,19,3835,sf_fr,http://purl.dataone.org/odo/ECSO_00000501,No Annotation,none,String,29640
366,521,Anke Hildebrandt -,B02,19,19,3834,sf_i,http://purl.dataone.org/odo/ECSO_00000501,http://purl.jp/bio/4/id/200906095629312193,mililiter_,String,29640
367,528,Kai Uwe Totsche -,C05,5,5,3836,Sample ID,http://purl.obolibrary.org/obo/OBI_0000747,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,1080
367,528,Kai Uwe Totsche -,C05,5,5,3837,Time NaCl,http://purl.obolibrary.org/obo/OBI_0000744,http://purl.obolibrary.org/obo/PATO_0000165,none,String,1080
367,528,Kai Uwe Totsche -,C05,5,5,3838,Conservative tracer NaCl,http://purl.obolibrary.org/obo/CHEBI_26710,http://purl.obolibrary.org/obo/PATO_0000033,10 mMol,decimal,1080
367,528,Kai Uwe Totsche -,C05,5,5,3839,Time PEG,http://purl.obolibrary.org/obo/OBI_0000744,http://purl.obolibrary.org/obo/PATO_0000165,none,String,1080
367,528,Kai Uwe Totsche -,C05,5,5,3840,PEG 2.5kDa,http://purl.obolibrary.org/obo/OBI_0000065,http://purl.obolibrary.org/obo/PATO_0000033,100 mg/L,decimal,1080
368,528,Kai Uwe Totsche -,C05,5,5,3836,Sample ID,http://purl.obolibrary.org/obo/OBI_0000747,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,1080
368,528,Kai Uwe Totsche -,C05,5,5,3837,Time NaCl,http://purl.obolibrary.org/obo/OBI_0000744,http://purl.obolibrary.org/obo/PATO_0000165,none,String,1080
368,528,Kai Uwe Totsche -,C05,5,5,3838,Conservative tracer NaCl,http://purl.obolibrary.org/obo/CHEBI_26710,http://purl.obolibrary.org/obo/PATO_0000033,10 mMol,decimal,1080
368,528,Kai Uwe Totsche -,C05,5,5,3839,Time PEG,http://purl.obolibrary.org/obo/OBI_0000744,http://purl.obolibrary.org/obo/PATO_0000165,none,String,1080
368,528,Kai Uwe Totsche -,C05,5,5,3840,PEG 2.5kDa,http://purl.obolibrary.org/obo/OBI_0000065,http://purl.obolibrary.org/obo/PATO_0000033,100 mg/L,decimal,1080
369,528,Kai Uwe Totsche -,C05,5,5,3836,Sample ID,http://purl.obolibrary.org/obo/OBI_0000747,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364,none,String,2320
369,528,Kai Uwe Totsche -,C05,5,5,3837,Time NaCl,Hydrocarbonate,http://purl.obolibrary.org/obo/PATO_0000165,none,String,2320
369,528,Kai Uwe Totsche -,C05,5,5,3838,Conservative tracer NaCl,http://purl.obolibrary.org/obo/CHEBI_26710,http://purl.obolibrary.org/obo/PATO_0000033,10 mMol,decimal,2320
369,528,Kai Uwe Totsche -,C05,5,5,3839,Time PEG,http://purl.obolibrary.org/obo/OBI_0000744,http://purl.obolibrary.org/obo/PATO_0000165,none,String,2320
369,528,Kai Uwe Totsche -,C05,5,5,3840,PEG 2.5kDa,http://purl.obolibrary.org/obo/OBI_0000065,http://purl.obolibrary.org/obo/PATO_0000033,100 mg/L,decimal,2320
